_time,_left_vel,_right_vel,_left_pos,_right_pos
9.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0,0.0
103.0,0.0,0.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0,0.0
138.0,0.0,0.0,0.0,0.0
143.0,0.0,0.0,0.0,0.0
153.0,0.0,0.0,0.0,0.0
163.0,0.0,0.0,0.0,0.0
173.0,0.0,0.0,0.0,0.0
183.0,0.0,0.0,0.0,0.0
193.0,0.0,0.0,0.0,0.0
203.0,0.0,0.0,0.0,0.0
213.0,0.0,0.0,0.0,0.0
223.0,0.0,0.0,0.0,0.0
233.0,0.0,0.0,0.0,0.0
243.0,0.0,0.0,0.0,0.0
253.0,0.0,0.0,0.0,0.0
263.0,0.0,0.0,0.0,0.0
273.0,0.0,0.0,0.0,0.0
283.0,0.0,0.0,0.0,0.0
293.0,0.0,0.0,0.0,0.0
303.0,0.0,0.0,0.0,0.0
313.0,0.0,0.0,0.0,0.0
323.0,0.0,0.0,0.0,0.0
333.0,0.0,0.0,0.0,0.0
343.0,0.0,0.0,0.0,0.0
353.0,0.0,0.0,0.0,0.0
363.0,0.0,0.0,0.0,0.0
373.0,0.0,0.0,0.0,0.0
383.0,0.0,0.0,0.0,0.0
393.0,0.0,0.0,0.0,0.0
403.0,0.0,0.0,0.0,0.0
413.0,0.0,0.0,0.0,0.0
423.0,0.0,0.0,0.0,0.0
433.0,0.0,0.0,0.0,0.0
444.0,0.0,0.0,0.0,0.0
453.0,0.0,0.0,0.0,0.0
463.0,0.0,0.0,0.0,0.0
473.0,0.0,0.0,0.0,0.0
483.0,0.0,0.0,0.0,0.0
493.0,0.0,0.0,0.0,0.0
